author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground,residential_complex,price_per_m2
Стрелецкая Слобода,developer,Москва,sale,flat,3,8,4,296.8,492688000.0,2023,Монолитно-кирпичный,"Без отделки, черновая",-1,-1,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1",1660000.0
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,5,5,232.0,620000000.0,2026,-1,-1,180 м²,"19,2 м²",Мещанский, Кузнецкий Мост,12/3С1,Кузнецкий мост,Kuznetsky Most 12 by Lalique,2672413.793103448
Стрелецкая Слобода,developer,Москва,sale,flat,8,8,4,458.3,723197400.0,2023,Монолитно-кирпичный,"Без отделки, черновая",-1,-1,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1",1578000.0
СТ Тауэрс,developer,Москва,sale,flat,66,66,5,588.1,949781500.0,2020,Монолитный,"Без отделки, чистовая",-1,-1,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,1615000.0
Whitewill,real_estate_agent,Москва,sale,flat,3,13,3,105.0,70000000.0,-1,-1,-1,67 м²,14 м²,Таганский, Рогожский Вал,11к1,Площадь Ильича,Счастье на Таганке,666666.6666666666
Whitewill,real_estate_agent,Москва,sale,flat,2,4,2,136.6,75000000.0,-1,-1,-1,80 м²,12 м²,Донской,Варшавское шоссе,9с28,Тульская,Даниловская мануфактура,549048.3162518302
Whitewill,real_estate_agent,Москва,sale,flat,7,20,4,177.8,79000000.0,2005,-1,-1,98 м²,17 м²,Черемушки,Новочеремушкинская ,44К3,Профсоюзная,Адмирал,444319.4600674915
Whitewill,real_estate_agent,Москва,sale,flat,8,17,3,111.5,79900000.0,2024,-1,Чистовая,67 м²,10 м²,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,716591.9282511211
Homeapp,real_estate_agent,Москва,sale,flat,19,22,4,141.0,84500000.0,2017,-1,-1,"87,4 м²","8,3 м²",Тимирязевский,Дмитровское шоссе,13,Тимирязевская,Дыхание,599290.780141844
Whitewill,real_estate_agent,Москва,sale,flat,4,6,2,75.1,93000000.0,2023,-1,-1,45 м²,"11,5 м²",Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1238348.8681757657
Whitewill,real_estate_agent,Москва,sale,flat,12,14,3,124.0,95000000.0,2023,-1,-1,71 м²,21 м²,Даниловский,набережная Марка Шагала,1к2,ЗИЛ,ЗИЛАРТ,766129.0322580645
Whitewill,real_estate_agent,Москва,sale,flat,9,68,2,92.0,105000000.0,2020,-1,-1,54 м²,-1,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,1141304.347826087
Whitewill,real_estate_agent,Москва,sale,flat,5,8,3,87.2,120000000.0,2021,-1,-1,65 м²,10 м²,Таганский,Серебряническая набережная,11,Китай-город,Титул на Серебрянической,1376146.7889908256
Whitewill,real_estate_agent,Москва,sale,flat,61,79,3,110.5,125000000.0,2019,-1,-1,"59,6 м²",31 м²,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,1131221.7194570135
Capital Group,developer,Москва,sale,flat,37,85,3,187.5,127751235.0,2015,Монолитный,-,"139,1 м²",-1,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО,681339.92
Kalinka Group,real_estate_agent,Москва,sale,flat,2,6,3,122.0,130000000.0,2019,-1,-1,-1,-1,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA,1065573.7704918033
Soul Estate,real_estate_agent,Москва,sale,flat,5,10,3,131.0,131000000.0,2008,-1,-1,-1,10 м²,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра,1000000.0
Whitewill,real_estate_agent,Москва,sale,flat,42,44,5,280.0,137000000.0,-1,-1,-1,150 м²,15 м²,Фили-Давыдково,Давыдковская ,3,Славянский бульвар,Эдельвейс,489285.71428571426
Славянский Двор Остоженка,real_estate_agent,Москва,sale,flat,8,9,-1,365.0,180000000.0,-1,-1,-1,280 м²,20 м²,Очаково-Матвеевское,Староволынская ,12к2,Матвеевская,Волынский,493150.68493150687
Whitewill,real_estate_agent,Москва,sale,flat,3,5,4,169.7,190000000.0,-1,-1,-1,117 м²,10 м²,Пресненский,Большой Тишинский переулок,30,Улица 1905 года,Fantastic House,1119622.8638774308
Whitewill,real_estate_agent,Москва,sale,flat,3,4,3,125.5,195000000.0,-1,-1,-1,"65,8 м²",15 м²,Басманный,Подсосенский переулок,11,Курская,Клубный дом il Ricco,1553784.860557769
BEYOND. ex-Engel Volkers,real_estate_agent,Москва,sale,flat,17,21,-1,263.8,207000000.0,-1,-1,-1,182 м²,11 м²,Пресненский,Большой Тишинский переулок,10С1,Краснопресненская,"Большой Тишинский переулок, 10с1",784685.3677028051
Whitewill,real_estate_agent,Москва,sale,flat,68,73,-1,233.9,233900000.0,-1,-1,-1,"175,5 м²",20 м²,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,1000000.0
Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,5,8,4,188.5,243411300.0,-1,-1,-1,-1,"13,9 м²",Пресненский,Большой Козихинский переулок,27С1,Маяковская,,1291306.6312997348
Soul Estate,real_estate_agent,Москва,sale,flat,3,6,4,167.0,285000000.0,2023,-1,-1,-1,20 м²,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace,1706586.8263473054
Whitewill,real_estate_agent,Москва,sale,flat,26,57,3,262.0,287069999.0,-1,-1,-1,148 м²,25 м²,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,1095687.0190839695
NF GROUP,real_estate_agent,Москва,sale,flat,3,10,-1,238.2,298000000.0,2019,-1,-1,-1,20 м²,Раменки,Мосфильмовская ,1к5,Ломоносовский проспект,Вишневый сад,1251049.5382031905
Whitewill,real_estate_agent,Москва,sale,flat,3,7,-1,252.0,396000000.0,-1,-1,-1,146 м²,20 м²,Хамовники,Большой Левшинский переулок,11,Смоленская,Дворянское гнездо,1571428.5714285714
Whitewill,real_estate_agent,Москва,sale,flat,2,14,4,181.5,422000000.0,2025,-1,Без отделки,104 м²,14 м²,Якиманка,Большой Толмачевский переулок,,Третьяковская,Дом Лаврушинский,2325068.870523416
Verges of estate,real_estate_agent,Москва,sale,flat,68,73,4,253.0,470000000.0,2010,-1,-1,-1,-1,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,1857707.5098814229
NF GROUP,real_estate_agent,Москва,sale,flat,5,5,5,400.0,700000000.0,2018,-1,-1,-1,20 м²,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,1750000.0
Whitewill,real_estate_agent,Москва,sale,flat,5,6,4,269.6,775000000.0,2022,-1,-1,125 м²,30 м²,Якиманка, Большая Полянка,9С1,Полянка,Cloud Nine,2874629.0801186943
Славянский Двор Остоженка,real_estate_agent,Москва,sale,flat,8,14,-1,26.0,10300000.0,-1,-1,-1,16 м²,3 м²,Сокол,Балтийская ,15,Сокол,,396153.8461538461
ID 59207472,realtor,Москва,sale,flat,3,9,2,40.1,13400000.0,-1,-1,-1,27 м²,"5,4 м²",Преображенское,Халтуринская ,11,Преображенская площадь,,334164.5885286783
Дмитрий Казаченко,realtor,Москва,sale,flat,8,14,2,53.0,16950000.0,1992,-1,-1,40 м²,"9,5 м²",Люблино,Краснодарская ,10А,Депо,,319811.320754717
Homeapp,real_estate_agent,Москва,sale,flat,9,23,1,31.9,17490000.0,2023,-1,-1,"14,5 м²","8,3 м²",Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City,548275.8620689656
Агентство недвижимости Елены Кузнецовой,real_estate_agent,Москва,sale,flat,25,26,1,36.3,21700000.0,-1,-1,-1,19 м²,6 м²,Раменки, Лобачевского,120к1,Аминьевская,Крылья,597796.1432506888
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,27,41,2,44.0,22700000.0,-1,-1,-1,15 м²,19 м²,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы,515909.0909090909
SUNRISE Estate,real_estate_agent,Москва,sale,flat,7,41,1,45.4,23700000.0,2024,-1,-1,20 м²,20 м²,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,522026.4317180617
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,32,58,-1,109.0,27600000.0,-1,-1,-1,69 м²,15 м²,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,253211.00917431194
NIKA ESTATE,real_estate_agent,Москва,sale,flat,14,24,2,46.0,31000000.0,2021,-1,-1,26 м²,15 м²,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,673913.0434782609
Dream Realty,real_estate_agent,Москва,sale,flat,5,5,2,45.5,33000000.0,1917,-1,-1,26 м²,"7,5 м²",Басманный,переулок Девяткин,4,Китай-город,,725274.7252747252
Главстрой,developer,Москва,sale,flat,8,26,2,67.3,33673891.0,2025,Монолитно-кирпичный,Без отделки,"21,5 м²","22,3 м²",Филевский парк,Береговой проезд,2,Фили,Береговой-2,500354.9925705795
do A.S.A.P.,real_estate_agent,Москва,sale,flat,6,12,2,59.3,34000000.0,2023,-1,-1,34 м²,12 м²,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ,573355.8178752108
Аеон-Девелопмент,developer,Москва,sale,flat,5,46,1,44.3,34418754.0,2026,Монолитно-кирпичный,"Без отделки, предчистовая, чистовая","30,7 м²",4 м²,Дорогомилово,,,Фили,Ривер Парк Кутузовский ЖК,776947.0428893906
Whitewill,real_estate_agent,Москва,sale,flat,11,23,2,55.3,34800000.0,-1,-1,-1,45 м²,5 м²,Можайский,Гжатская ,5к6,Давыдково,LIFE-Кутузовский,629294.7558770344
NIKA ESTATE,real_estate_agent,Москва,sale,flat,7,21,2,43.0,35500000.0,2024,-1,-1,26 м²,12 м²,Басманный, Земляной Вал,37к1,Чкаловская,Дом Chkalov,825581.3953488372
Isaev Estate,real_estate_agent,Москва,sale,flat,4,6,4,86.6,40500000.0,2019,-1,-1,56 м²,10 м²,Марьина роща,1-я Ямская ,6,Марьина Роща,Премиум-квартал JAZZ,467667.43648960744
CENTURY 21 Street Realty,real_estate_agent,Москва,sale,flat,6,9,4,88.0,42350000.0,2022,-1,-1,55 м²,21 м²,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам,481250.0
Агентство недвижимости Елены Кузнецовой,real_estate_agent,Москва,sale,flat,13,40,2,47.3,44500000.0,-1,-1,-1,28 м²,7 м²,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,940803.3826638479
Dream Realty,real_estate_agent,Москва,sale,flat,18,18,2,82.1,45000000.0,2014,-1,-1,42 м²,16 м²,Раменки,Мосфильмовская ,88к2с6,Матвеевская,Мосфильмовский,548112.0584652863
Агентство недвижимости Елены Кузнецовой,real_estate_agent,Москва,sale,flat,29,34,2,97.0,45600000.0,2008,-1,-1,70 м²,15 м²,Аэропорт,Кочновский проезд,4к1,Гражданская,Аэробус,470103.09278350516
Villagio Realty,real_estate_agent,Москва,sale,flat,4,13,3,73.6,45700000.0,-1,-1,-1,40 м²,-1,Даниловский, Даниловский Вал,1А,Тульская,Logos,620923.9130434783
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,15,23,3,86.4,46500000.0,-1,-1,-1,"44,8 м²","15,5 м²",Хорошево-Мневники, Нижние Мневники,16к3,Терехово ,Остров,538194.4444444444
Агентство недвижимости Елены Кузнецовой,real_estate_agent,Москва,sale,flat,9,34,4,117.0,46900000.0,2008,-1,-1,85 м²,20 м²,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус,400854.7008547009
Арт Риэлти,real_estate_agent,Москва,sale,flat,17,18,3,89.9,49000000.0,2020,-1,-1,60 м²,15 м²,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский,545050.0556173526
Homeapp,real_estate_agent,Москва,sale,flat,16,33,4,132.0,50990000.0,2011,-1,-1,"71,2 м²",24 м²,Нагатино-Садовники,1-й Нагатинский проезд,11к1,Нагатинская,Скай Форт,386287.8787878788
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,Москва,sale,flat,7,21,4,140.0,52100000.0,-1,-1,-1,65 м²,30 м²,Филевский парк,Береговой проезд,1А,Фили,мой адрес На Береговом,372142.85714285716
NIKA ESTATE,real_estate_agent,Москва,sale,flat,13,16,2,75.3,54000000.0,2022,-1,-1,32 м²,20 м²,Беговой,Ленинградский проспект,вл8,Белорусская,Slava,717131.4741035857
capital city,real_estate_agent,Москва,sale,flat,46,95,2,110.0,68000000.0,2017,-1,-1,90 м²,15 м²,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация,618181.8181818182
EMERALD ESTATE,real_estate_agent,Москва,sale,flat,6,8,3,190.3,68500000.0,2008,-1,-1,"152,2 м²",24 м²,Басманный,набережная Академика Туполева,15,Бауманская,Каскад,359957.96111403045
Contact Real Estate,real_estate_agent,Москва,sale,flat,4,8,2,77.0,82019999.0,2018,-1,-1,-1,11 м²,Якиманка,Софийская набережная,34С5,Третьяковская,Софийский,1065194.7922077922
NIKA ESTATE,real_estate_agent,Москва,sale,flat,7,9,4,166.0,86000000.0,1986,-1,-1,"77,8 м²","14,2 м²",Тверской,2-я Тверская-Ямская ,54,Белорусская,,518072.2891566265
Стрелецкая Слобода,developer,Москва,sale,flat,5,8,1,57.7,92320000.0,2023,Монолитно-кирпичный,"Без отделки, черновая",-1,-1,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1",1600000.0
Contact Real Estate,real_estate_agent,Москва,sale,flat,2,8,2,77.0,100000000.0,2018,-1,-1,-1,15 м²,Якиманка,Софийская набережная,34,Третьяковская,Софийский,1298701.2987012987
Monumental Group,real_estate_agent,Москва,sale,flat,2,7,5,147.0,110000000.0,1917,-1,-1,-1,12 м²,Замоскворечье,Пятницкая ,53/18С1,Третьяковская,,748299.3197278911
SKYEST,real_estate_agent,Москва,sale,flat,31,37,5,161.0,112490000.0,2022,-1,-1,-1,10 м²,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,698695.6521739131
Monumental Group,real_estate_agent,Москва,sale,flat,13,35,4,151.0,114999999.0,2008,-1,-1,-1,20 м²,Тропарево-Никулино,проспект Вернадского,94к3,Тропарёво,Миракс Парк,761589.3973509934
Времена года,real_estate_agent,Москва,sale,flat,8,8,3,100.0,150000000.0,-1,-1,-1,-1,-1,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,1500000.0
ID 51317713,unknown,Москва,sale,flat,32,32,-1,206.0,160000000.0,2023,-1,-1,-1,43 м²,Останкинский, Годовикова,11к4,Алексеевская,iLove,776699.0291262136
Whitewill,real_estate_agent,Москва,sale,flat,8,10,3,142.6,175440779.0,-1,-1,-1,96 м²,10 м²,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,1230299.9929873773
Kalinka Group,real_estate_agent,Москва,sale,flat,4,6,4,250.25,180000000.0,1914,-1,-1,216 м²,"29,3 м²",Красносельский, Сретенка,26/1,Сухаревская,,719280.7192807193
Whitewill,real_estate_agent,Москва,sale,flat,4,6,3,145.0,185000000.0,-1,-1,-1,75 м²,23 м²,Хамовники,1-й Зачатьевский переулок,6С1,Кропоткинская,,1275862.0689655172
Intermark Real Estate,real_estate_agent,Москва,sale,flat,26,57,3,262.0,287069999.0,2006,-1,-1,148 м²,18 м²,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,1095687.0190839695
Центрис,real_estate_agent,Москва,sale,flat,11,12,3,230.32,489900000.0,-1,-1,-1,"65,2 м²","32,5 м²",Хамовники, Усачева,11И,Спортивная,Садовые кварталы,2127040.639110802
Intermark Real Estate,real_estate_agent,Москва,sale,flat,4,5,-1,330.0,600000000.0,2015,-1,-1,185 м²,35 м²,Хамовники, Усачева,11К,Спортивная,Садовые кварталы,1818181.8181818181
НДВ,real_estate_agent,Москва,sale,flat,11,26,1,19.6,7900000.0,-1,-1,-1,-1,6 м²,Кунцево,№ 100 кв-л,1к3,Павшино,Мякинино парк,403061.2244897959
Самолет Плюс,real_estate_agent,Москва,sale,flat,1,17,2,52.1,12100000.0,-1,-1,-1,"30,4 м²","8,8 м²",Отрадное,Алтуфьевское шоссе,26А,Дегунино,,232245.68138195778
НДВ,real_estate_agent,Москва,sale,flat,2,9,1,32.6,12500000.0,-1,-1,-1,"18,7 м²","6,7 м²",Северное Тушино,бульвар Яна Райниса,2К1,Сходненская,,383435.5828220859
Whitewill,real_estate_agent,Москва,sale,flat,1,29,1,24.0,12800000.0,-1,-1,-1,"10,3 м²",5 м²,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,Вестердам,533333.3333333334
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,12,12,3,62.7,13000000.0,1972,-1,-1,45 м²,"6,5 м²",Можайский, Говорова,15,Сетунь,,207336.5231259968
Dream Realty,real_estate_agent,Москва,sale,flat,19,25,1,42.3,13400000.0,2010,-1,-1,13 м²,10 м²,Ново-Переделкино,Лукинская ,10,Переделкино,,316784.86997635936
Dream Realty,real_estate_agent,Москва,sale,flat,14,16,1,34.6,13500000.0,1978,-1,-1,"19,5 м²",10 м²,Хорошевский, Поликарпова,19К2,Беговая,,390173.41040462424
Isaev Estate,real_estate_agent,Москва,sale,flat,16,17,2,51.0,14000000.0,1988,-1,-1,34 м²,"9,3 м²",Головинский,Онежская ,20,Коптево,,274509.8039215686
НДВ,real_estate_agent,Москва,sale,flat,6,12,2,46.0,14500000.0,-1,-1,-1,"30,2 м²",7 м²,Строгино,Неманский проезд,5К1,Мякинино,,315217.39130434784
ID 128092462,homeowner,Москва,sale,flat,5,16,2,51.8,14900000.0,1979,-1,-1,"30,6 м²","8,2 м²",Восточное Дегунино, 800-летия Москвы,1К4,Яхромская,,287644.78764478763
Whitewill,real_estate_agent,Москва,sale,flat,2,7,-1,33.0,15700000.0,1914,-1,-1,21 м²,7 м²,Басманный,Нижняя Красносельская ,35С2,Красносельская,Kleinhouse,475757.57575757575
НДВ,real_estate_agent,Москва,sale,flat,2,14,3,62.7,16000000.0,-1,-1,-1,"43,2 м²",10 м²,Коптево,Михалковская ,6,Коптево,,255183.4130781499
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,11,18,2,47.0,17000000.0,2007,-1,-1,26 м²,9 м²,Раменки, Столетова,8,Ломоносовский проспект,,361702.12765957444
СОВКОМБАНК,official_representative,Москва,sale,flat,6,12,2,72.4,16900000.0,2011,-1,-1,"27,2 м²","15,6 м²",Ярославский,Холмогорская ,2к3,Медведково,Холмогоры,233425.41436464086
НДВ,real_estate_agent,Москва,sale,flat,12,16,3,64.4,19000000.0,-1,-1,-1,-1,12 м²,Ивановское, Сталеваров,24,Новогиреево,,295031.0559006211
Навигатор,real_estate_agent,Москва,sale,flat,9,17,2,60.3,21000000.0,2013,-1,-1,35 м²,12 м²,Бескудниковский,Бескудниковский бульвар,25к4,Селигерская,,348258.7064676617
Villagio Realty,real_estate_agent,Москва,sale,flat,6,25,1,39.66,22000000.0,2025,-1,-1,20 м²,-1,Нагатино-Садовники,Нагатинская ,к2вл1,Нагатинская,Первый Нагатинский,554715.0781643974
V I B E,real_estate_agent,Москва,sale,flat,2,18,1,41.0,22600000.0,2018,-1,-1,-1,10 м²,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь,551219.512195122
ZIP Realty,real_estate_agent,Москва,sale,flat,9,9,2,59.2,24242424.0,1960,-1,-1,"37,2 м²","9,3 м²",Дорогомилово,Кутузовский проспект,8,Киевская,,409500.4054054054
НДВ,real_estate_agent,Москва,sale,flat,5,9,4,88.5,24500000.0,-1,-1,-1,68 м²,12 м²,Коньково, Островитянова,41К1,Коньково,,276836.1581920904
Whitewill,real_estate_agent,Москва,sale,flat,3,15,-1,33.0,24750000.0,-1,-1,-1,23 м²,3 м²,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк,750000.0
Whitewill,real_estate_agent,Москва,sale,flat,9,26,1,31.0,24990000.0,2025,-1,Без отделки,17 м²,6 м²,Пресненский,к2.1,к2.1,Белорусская,Репаблик ЖК,806129.0322580645
Whitewill,real_estate_agent,Москва,sale,flat,3,49,1,42.6,25000000.0,-1,-1,-1,13 м²,"15,3 м²",Хорошево-Мневники, Генерала Глаголева,14Ак1,Бульвар Генерала Карбышева,CRYSTAL Трилогия,586854.4600938967
Dream Realty,real_estate_agent,Москва,sale,flat,12,16,3,72.2,25500000.0,2021,-1,-1,47 м²,13 м²,Дмитровский,Лобненская ,13К2,Лианозово,Дмитровский парк,353185.59556786704
Villagio Realty,real_estate_agent,Москва,sale,flat,16,33,1,49.0,25500000.0,2024,-1,-1,30 м²,-1,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,520408.1632653061
НДВ,real_estate_agent,Москва,sale,flat,15,17,1,56.0,28000000.0,-1,-1,-1,-1,20 м²,Теплый Стан, Островитянова,4,Тропарёво,,500000.0
Вероника Мошкина,realtor,Москва,sale,flat,14,24,3,58.5,28500000.0,-1,-1,-1,30 м²,22 м²,Донской,Новоданиловская набережная,6к2,Верхние котлы,,487179.4871794872
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,4,41,3,65.0,29990000.0,2022,-1,-1,28 м²,16 м²,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,461384.6153846154
Whitewill,real_estate_agent,Москва,sale,flat,3,15,1,38.0,30400000.0,-1,-1,-1,26 м²,6 м²,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк,800000.0
Villagio Realty,real_estate_agent,Москва,sale,flat,2,24,3,87.6,30800000.0,2019,-1,-1,"50,6 м²",-1,Дмитровский,Дмитровское шоссе,107к3,Яхромская,Летний сад,351598.17351598176
NIKA ESTATE,real_estate_agent,Москва,sale,flat,6,7,2,50.0,31800000.0,-1,-1,-1,32 м²,8 м²,Дорогомилово,Кутузовский проспект,24,Москва-Сити,,636000.0
Стоун Бридж эстейт,real_estate_agent,Москва,sale,flat,15,29,1,47.0,31900000.0,-1,-1,-1,-1,"12,8 м²",Даниловский, Виктора Маслова,2,Автозаводская,RiverSky,678723.4042553192
Whitewill,real_estate_agent,Москва,sale,flat,22,32,2,44.7,32300000.0,2021,-1,-1,"24,6 м²",10 м²,Черемушки,Херсонская ,43к5,Зюзино,ONYX Deluxe,722595.0782997762
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,7,3,76.8,33000000.0,-1,-1,-1,47 м²,8 м²,Дорогомилово,Кутузовский проспект,27,Студенческая,,429687.5
CENTURY 21 Street Realty,real_estate_agent,Москва,sale,flat,26,43,2,63.0,34700000.0,2023,-1,-1,-1,-1,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City,550793.6507936508
Villagio Realty,real_estate_agent,Москва,sale,flat,4,6,4,101.0,36000000.0,1940,-1,-1,72 м²,-1,Даниловский,Велозаводская ,6,Автозаводская,,356435.64356435643
Villagio Realty,real_estate_agent,Москва,sale,flat,3,8,3,68.0,35900000.0,1960,-1,-1,"45,6 м²",-1,Хамовники,Комсомольский проспект,44,Спортивная,,527941.1764705882
CENTURY 21 Street Realty,real_estate_agent,Москва,sale,flat,35,43,3,72.0,36500000.0,2023,-1,-1,-1,-1,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City,506944.44444444444
Villagio Realty,real_estate_agent,Москва,sale,flat,13,17,2,72.0,36990000.0,-1,-1,-1,50 м²,-1,Богородское,1-я Мясниковская ,2,Белокаменная,Соколиный форт,513750.0
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,12,25,2,58.4,37500000.0,-1,-1,-1,"23,2 м²","15,6 м²",Хорошево-Мневники, Нижние Мневники,16к1,Терехово ,Остров,642123.287671233
BARNES International Realty,real_estate_agent,Москва,sale,flat,5,16,3,120.0,38200000.0,-1,-1,-1,-1,20 м²,Ховрино, Ляпидевского,2К1,Речной вокзал,,318333.3333333333
Whitewill,real_estate_agent,Москва,sale,flat,9,9,2,53.0,37900000.0,-1,-1,-1,31 м²,8 м²,Пресненский,Вспольный переулок,16С2,Баррикадная,,715094.3396226416
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,23,34,3,59.2,38500000.0,2023,-1,-1,25 м²,16 м²,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever,650337.8378378378
Whitewill,real_estate_agent,Москва,sale,flat,4,14,4,86.6,40900000.0,-1,-1,-1,43 м²,24 м²,Марьина роща,1-я Ямская ,6,Марьина Роща,Премиум-квартал JAZZ,472286.3741339492
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,22,34,3,67.0,41500000.0,2023,-1,-1,30 м²,16 м²,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever,619402.9850746269
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,10,23,2,75.2,42000000.0,-1,-1,-1,47 м²,18 м²,Хорошево-Мневники, Нижние Мневники,16к3,Терехово ,Остров,558510.6382978723
CENTURY 21 Premium Property,real_estate_agent,Москва,sale,flat,11,23,2,76.3,42000000.0,-1,-1,-1,"47,9 м²","23,4 м²",Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров,550458.7155963304
Whitewill,real_estate_agent,Москва,sale,flat,18,25,3,86.4,42000000.0,2025,-1,Чистовая,"47,2 м²","13,4 м²",Печатники,Южнопортовая ,42С5,Печатники,Portland,486111.11111111107
Villagio Realty,real_estate_agent,Москва,sale,flat,31,38,3,75.5,42000000.0,2011,-1,-1,"38,4 м²",-1,Строгино, Маршала Катукова,24к1,Строгино,Янтарный город,556291.3907284768
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,10,46,2,58.5,42400000.0,-1,-1,-1,24 м²,22 м²,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,724786.3247863248
Whitewill,real_estate_agent,Москва,sale,flat,9,13,2,73.8,42800000.0,2022,-1,-1,"35,2 м²","15,5 м²",Раменки,Винницкая ,8к1,Раменки,Настоящее,579945.7994579946
Whitewill,real_estate_agent,Москва,sale,flat,18,21,4,80.0,43990000.0,2025,-1,-1,"44,1 м²",7 м²,Марфино, Академика Королева,21,Останкино,Дом Достижение,549875.0
MOD Estate,real_estate_agent,Москва,sale,flat,5,21,3,99.6,44000000.0,2024,-1,-1,"46,9 м²","24,4 м²",Щукино,Щукинская ,3,Стрешнево,Интонация,441767.0682730924
Whitewill,real_estate_agent,Москва,sale,flat,16,16,2,85.9,44000000.0,-1,-1,-1,"49,2 м²",16 м²,Даниловский,Павелецкая набережная,8Б,Пролетарская,Резиденции Композиторов,512223.5157159488
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,18,33,3,65.2,45300000.0,2023,-1,-1,37 м²,10 м²,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,694785.2760736196
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,6,33,3,70.0,45800000.0,2023,-1,-1,40 м²,10 м²,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный,654285.7142857143
Villagio Realty,real_estate_agent,Москва,sale,flat,12,16,3,89.46,48900000.0,-1,-1,-1,"52,7 м²",-1,Даниловский,Автозаводская ,24,Тульская,Дом на набережной INSIDER,546613.0114017439
Villagio Realty,real_estate_agent,Москва,sale,flat,25,58,3,68.9,49950000.0,2017,-1,-1,35 м²,-1,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers,724963.7155297532
